City,ZipCode,admname1,adm1,adm2,placename,Clown_Name,Clown_Na_1,Country
MENASHA,54952,Wisconsin,WI,Winnebago,Menasha,HECTOR THE DETECTOR,HECTOR THE DETECTOR,USA
MENTOR,44060,Ohio,OH,Lake,Mentor,I.R.CHUCKLES,I.R.CHUCKLES,USA
MENTOR,44060,Ohio,OH,Lake,Mentor,BUSTER D CLOWN,BUSTER D CLOWN,USA
MERCER,16137,Pennsylvania,PA,Mercer,Mercer,HANDY,HANDY,USA
MERIDIAN,83642,Idaho,ID,Ada,Meridian,RUTHIE,RUTHIE,USA
MERIDIAN,83642,Idaho,ID,Ada,Meridian,FANCY,FANCY,USA
MERIDIAN,83642,Idaho,ID,Ada,Meridian,POKI,POKI,USA
MERIDIAN,83642,Idaho,ID,Ada,Meridian,DOTI,DOTI,USA
MERNA,68856,Nebraska,NE,Custer,Merna,,,USA
MERNA,68856,Nebraska,NE,Custer,Merna,JINGLES,JINGLES,USA
MERRIAM WOODS,65740,Missouri,MO,Taney,Rockaway Beach,CORNY,CORNY,USA
MERRIAM WOODS,65740,Missouri,MO,Taney,Rockaway Beach,SPRINKLES,SPRINKLES,USA
MERRILLVILLE,46410,Indiana,IN,Lake,Merrillville,POPPYSEED,POPPYSEED,USA
MERRIMACK,3054,New Hampshire,NH,Hillsborough,Merrimack,TWINKLE,TWINKLE,USA
MERRIMACK,3054,New Hampshire,NH,Hillsborough,Merrimack,DOODLES,DOODLES,USA
MERRITT ISLAND,32952,Florida,FL,Brevard,Merritt Island,DUDLEE,DUDLEE,USA
MERRITT ISLAND,32952,Florida,FL,Brevard,Merritt Island,DR DAZZLE,DR DAZZLE,USA
MESA,85213,Arizona,AZ,Maricopa,Mesa,LOTUS,LOTUS,USA
MESA,85210,Arizona,AZ,Maricopa,Mesa,COWBOY JJ,COWBOY JJ,USA
MESA,85210,Arizona,AZ,Maricopa,Mesa,FOOT Z,FOOT Z,USA
MESA,85213,Arizona,AZ,Maricopa,Mesa,ODESSEY,ODESSEY,USA
MESA,85206,Arizona,AZ,Maricopa,Mesa,SLOW POKE,SLOW POKE,USA
MESA,85202,Arizona,AZ,Maricopa,Mesa,TIPPY TOES,TIPPY TOES,USA
MESA,85208,Arizona,AZ,Maricopa,Mesa,MALCOLM,MALCOLM,USA
MESQUITE,75150,Texas,TX,Dallas,Mesquite,LOTTA BUTTONS,LOTTA BUTTONS,USA
MESQUITE,75185,Texas,TX,Dallas,Mesquite,CE CE,CE CE,USA
METAIRIE,70006,Louisiana,LA,Jefferson,Metairie,RICKETY-RACK,RICKETY-RACK,USA
METAIRIE,70006,Louisiana,LA,Jefferson,Metairie,DUSTY,DUSTY,USA
METHUEN,1844,Massachusetts,MA,Essex,Methuen,TINZEL,TINZEL,USA
MIAMI,33197,Florida,FL,Miami-Dade,Miami,CARAMEL,CARAMEL,USA
MIAMI SHORES,33138,Florida,FL,Miami-Dade,Miami,TERRY THE FAIRY,TERRY THE FAIRY,USA
MIAMISBURG,45342,Ohio,OH,Montgomery,Miamisburg,PENNIES,PENNIES,USA
MICHIGAN CENTER,49254,Michigan,MI,Jackson,Michigan Center,TILLY,TILLY,USA
MICHIGAN CITY,46360,Indiana,IN,LaPorte,Michigan City,ORKY,ORKY,USA
MICHIGAN CITY,46360,Indiana,IN,LaPorte,Michigan City,CHIPS,CHIPS,USA
MIDDLE GROVE,12850,New York,NY,Saratoga,Middle Grove,NIFTY GILIFTY,NIFTY GILIFTY,USA
MIDDLESEX,8846,New Jersey,NJ,Middlesex,Middlesex,SPRINKLES,SPRINKLES,USA
MIDDLESEX,8846,New Jersey,NJ,Middlesex,Middlesex,GIGGLES,GIGGLES,USA
MIDDLETON,83644,Idaho,ID,Canyon,Middleton,HIGH FLYER,HIGH FLYER,USA
MIDDLETON,83644,Idaho,ID,Canyon,Middleton,SWEET PEA,SWEET PEA,USA
MIDDLETON,83644,Idaho,ID,Canyon,Middleton,SUNSHINE,SUNSHINE,USA
MIDDLETOWN,6457,Connecticut,CT,Middlesex,Middletown,VARLA MACARONI,VARLA MACARONI,USA
MIDDLETOWN,6457,Connecticut,CT,Middlesex,Middletown,MAKABAU,MAKABAU,USA
MIDDLETOWN,47356,Indiana,IN,Henry,Middletown,TWO SHOES,TWO SHOES,USA
MIDDLETOWN,47356,Indiana,IN,Henry,Middletown,SKIPPY,SKIPPY,USA
MIDDLETOWN,47356,Indiana,IN,Henry,Middletown,GIZMO,GIZMO,USA
MIDDLETOWN,47356,Indiana,IN,Henry,Middletown,SMITTY,SMITTY,USA
MIDDLETOWN,45044,Ohio,OH,Butler,Middletown,GUM DROP,GUM DROP,USA
MIDLAND,48640,Michigan,MI,Midland,Midland,JEWLS,JEWLS,USA
MIDLAND,79707,Texas,TX,Midland,Midland,GREENIE,GREENIE,USA
MIDLAND,79703,Texas,TX,Midland,Midland,MISS MOTZI,MISS MOTZI,USA
MIDLOTHIAN,60445,Illinois,IL,Cook,Midlothian,FC - FLYING CLOWN,FC - FLYING CLOWN,USA
MIDLOTHIAN,23112,Virginia,VA,Chesterfield,Midlothian,FEATHER,FEATHER,USA
MIDLOTHIAN,23113,Virginia,VA,Chesterfield,Midlothian,DIP-Z,DIP-Z,USA
MIDLOTHIAN,23113,Virginia,VA,Chesterfield,Midlothian,HAY-Z,HAY-Z,USA
MIDLOTHIAN,23113,Virginia,VA,Chesterfield,Midlothian,ROSIE,ROSIE,USA
MIDLOTHIAN,23112,Virginia,VA,Chesterfield,Midlothian,ZEBO,ZEBO,USA
MIDLOTHIAN,23113,Virginia,VA,Chesterfield,Midlothian,RECYCLE,RECYCLE,USA
MIDLOTHIAN,23112,Virginia,VA,Chesterfield,Midlothian,OTTO,OTTO,USA
MIDWEST CITY,73130,Oklahoma,OK,Oklahoma,Oklahoma City,IZA-JOY,IZA-JOY,USA
MILES CITY,59301,Montana,MT,Custer,Miles City,MISS JUDY,MISS JUDY,USA
MILES CITY,59301,Montana,MT,Custer,Miles City,RAINDROP,RAINDROP,USA
MILFORD,6460,Connecticut,CT,New Haven,Milford,JAMMIE,JAMMIE,USA
MILFORD,6460,Connecticut,CT,New Haven,Milford,HOPPY,HOPPY,USA
MILFORD,48381,Michigan,MI,Oakland,Milford,PUDDIN',PUDDIN,USA
MILFORD,19963,Delaware,DE,Sussex,Milford,HOLIDAY,HOLIDAY,USA
MILILANI,96789,Hawaii,HI,Honolulu,Mililani,OZONE,OZONE,USA
MILILANI,96789,Hawaii,HI,Honolulu,Mililani,LOVEY,LOVEY,USA
MILILANI,96789,Hawaii,HI,Honolulu,Mililani,OZONE,OZONE,USA
MILILANI,96789,Hawaii,HI,Honolulu,Mililani,LOVEY,LOVEY,USA
MILLBURY,1527,Massachusetts,MA,Worcester,Millbury,LITTLE RASCAL,LITTLE RASCAL,USA
MILLER PLACE,11764,New York,NY,Suffolk,Miller Place,FLOPPY,FLOPPY,USA
MILLINGTON,38053,Tennessee,TN,Shelby,Millington,FLIPPER,FLIPPER,USA
MILLSBORO,19966,Delaware,DE,Sussex,Millsboro,COOKIE,COOKIE,USA
MILLSTADT,62260,Illinois,IL,St. Clair,Millstadt,MR. FLAKES,MR. FLAKES,USA
MILLSTADT,62260,Illinois,IL,St. Clair,Millstadt,,,USA
MILLTOWN,8850,New Jersey,NJ,Middlesex,Milltown,,,USA
MILLVILLE,8332,New Jersey,NJ,Cumberland,Millville,REDS/J0-KNEE,REDS/J0-KNEE,USA
MILTON,2186,Massachusetts,MA,Norfolk,Milton,BIRDIE,BIRDIE,USA
MILTON,53563,Wisconsin,WI,Rock,Milton,DR I.M. O'KOOKIE,DR I.M. O'KOOKIE,USA
MILTON,27305,North Carolina,NC,Caswell,Milton,SUNSHINE,SUNSHINE,USA
MILTON,32583,Florida,FL,Santa Rosa,Milton,GABBY,GABBY,USA
MILWAUKEE,97267,Oregon,OR,Clackamas,Portland,GADGET,GADGET,USA
MILWAUKEE,53222,Wisconsin,WI,Milwaukee,Milwaukee,JAYBEE,JAYBEE,USA
MILWAUKEE,53222,Wisconsin,WI,Milwaukee,Milwaukee,SWEETHEART,SWEETHEART,USA
MILWAUKEE,53211,Wisconsin,WI,Milwaukee,Milwaukee,BUMBLES,BUMBLES,USA
MILWAUKEE,53228,Wisconsin,WI,Milwaukee,Milwaukee,MALLY,MALLY,USA
MILWAUKEE,53224,Wisconsin,WI,Milwaukee,Milwaukee,BLINKY,BLINKY,USA
MILWAUKEE,53220,Wisconsin,WI,Milwaukee,Milwaukee,JOLLY,JOLLY,USA
MILWAUKEE,53216,Wisconsin,WI,Milwaukee,Milwaukee,ROLLO,ROLLO,USA
MILWAUKEE,53214,Wisconsin,WI,Milwaukee,Milwaukee,COFFEE NUT,COFFEE NUT,USA
MILWAUKEE,53214,Wisconsin,WI,Milwaukee,Milwaukee,LUCKY THE CLOWN,LUCKY THE CLOWN,USA
MILWAUKEE,53223,Wisconsin,WI,Milwaukee,Milwaukee,PURPLE MAY,PURPLE MAY,USA
MILWAUKEE,53221,Wisconsin,WI,Milwaukee,Milwaukee,MI-MI,MIMI,USA
MILWAUKEE,53221,Wisconsin,WI,Milwaukee,Milwaukee,SUNNY,SUNNY,USA
MILWAUKIE,97267,Oregon,OR,Clackamas,Portland,MARJO,MARJO,USA
MINERSVILLE,17954,Pennsylvania,PA,Schuylkill,Minersville,PEANUT,PEANUT,USA
MINNEAPOLIS,55417,Minnesota,MN,Hennepin,Minneapolis,LOLLIPOP,LOLLIPOP,USA
MINNEAPOLIS,55413,Minnesota,MN,Hennepin,Minneapolis,SPARK PLUG,SPARKPLUG,USA
MINNEAPOLIS,55407,Minnesota,MN,Hennepin,Minneapolis,WEE WILLY,WEE WILLY,USA
MINNEAPOLIS,55417,Minnesota,MN,Hennepin,Minneapolis,JACKO,JACKO,USA
MINNEAPOLIS,55410,Minnesota,MN,Hennepin,Minneapolis,POPCORN,POPCORN,USA
MINNEAPOLIS,55414,Minnesota,MN,Hennepin,Minneapolis,TURNIP,TURNIP,USA
MINOTOLA,8341,New Jersey,NJ,Atlantic,Minotola,LITTLE SALLY ANN,LITTLE SALLY ANN,USA
MIRAMAR,33027,Florida,FL,Broward,Hollywood,PITOCA,PITOCA,USA
MISHAWAKA,46545,Indiana,IN,St. Joseph,Mishawaka,ROSIE ROO,ROSIE ROO,USA
MISHAWAKA,46544,Indiana,IN,St. Joseph,Mishawaka,BOXCAR,BOXCAR,USA
MISHAWAKA,46545,Indiana,IN,St. Joseph,Mishawaka,FITZWILLY,FITZWILLY,USA
MISHAWAKA,46545,Indiana,IN,St. Joseph,Mishawaka,,,USA
MISHAWAKA,46545,Indiana,IN,St. Joseph,Mishawaka,BOB-O-LOO,BOB-O-LOO,USA
MISSION,66202,Kansas,KS,Johnson,Shawnee Mission,DAIZEE,DAIZEE,USA
MISSION,78572,Texas,TX,Hidalgo,Mission,SUNNIE,SUNNIE,USA
MISSION VIEJO,92691,California,CA,Orange,Mission Viejo,PEPPERMINT PATTI,PEPPERMINT PATTI,USA
MISSOULA,59803,Montana,MT,Missoula,Missoula,WOJO,WOJO,USA
MISSOURI CITY,77459,Texas,TX,Fort Bend,Missouri City,GOLDIE,GOLDIE,USA
MISSOURI CITY,77459,Texas,TX,Fort Bend,Missouri City,PUTT PUTT,PUTT PUTT,USA
MISSOURI CITY,77489,Texas,TX,Fort Bend,Missouri City,KIT CAT,KIT CAT,USA
MISSOURI CITY,77489,Texas,TX,Fort Bend,Missouri City,DEEVA,DEEVA,USA
MISSOURI CITY,77459,Texas,TX,Fort Bend,Missouri City,JINGLES,JINGLES,USA
MITCHELLVILLE,50169,Iowa,IA,Polk,Mitchellville,CLICKETTE,CLICKETTE,USA
MOBERLY,65270,Missouri,MO,Randolph,Moberly,PROF. ZAPPO,PROF. ZAPPO,USA
MOBERLY,65270,Missouri,MO,Randolph,Moberly,WACKO,WACKO,USA
MOBILE,36619,Alabama,AL,Mobile,Mobile,WEAVO,WEAVO,USA
MOCA,676,Moca,099,,Moca,FLUFY,FLUFY,Puerto Rico
MOCKSVILLE,27028,North Carolina,NC,Davie,Mocksville,,,USA
MODESTO,95350,California,CA,Stanislaus,Modesto,SHESPY,SHESPY,USA
MOKENA,60448,Illinois,IL,Will,Mokena,,,USA
MOLINE,61265,Illinois,IL,Rock Island,Moline,DILLY,DILLY,USA
MOLT,59057,Montana,MT,Stillwater,Molt,GLIMMER,GLIMMER,USA
MONROE,53566,Wisconsin,WI,Green,Monroe,DOTTY,DOTTY,USA
MONROE,48162,Michigan,MI,Monroe,Monroe,SILLY LILLY,SILLY LILLY,USA
MONROE,48162,Michigan,MI,Monroe,Monroe,LOOPY LOO,LOOPY LOO,USA
MONROE,28112,North Carolina,NC,Union,Monroe,GLITTERBUGG,GLITTERBUGG,USA
MONROE,24574,Virginia,VA,Amherst,Monroe,TWIXIE,TWIXIE,USA
MONROEVILLE,8343,New Jersey,NJ,Gloucester,Monroeville,SUZIE Q,SUZIE Q,USA
MONROEVILLE,15146,Pennsylvania,PA,Allegheny,Monroeville,CAPT HARLEY,CAPT HARLEY,USA
MONROVIA,46157,Indiana,IN,Morgan,Monrovia,SPATS,SPATS,USA
MONSEY,10952,New York,NY,Rockland,Monsey,HO! HO!,HO! HO!,USA
MONTANA CITY,59634,Montana,MT,Jefferson,Clancy,LYN-NERD,LYN-NERD,USA
MONTCLAIR,22025,Virginia,VA,Prince William County,Dumfries,PEACHES,PEACHES,USA
MONTE VISTA,81144,Colorado,CO,Rio Grande,Monte Vista,B-DAZY,B-DAZY,USA
MONTEBELLO,90640,California,CA,Los Angeles,Montebello,MACKATTACKS,MACKATTACKS,USA
MONTEBELLO,90640,California,CA,Los Angeles,Montebello,RUFFLES THE CLOWN,RUFFLES THE CLOWN,USA
MONTEREY,24465,Virginia,VA,Highland,Monterey,BUCKY,BUCKY,USA
MONTEREY,93940,California,CA,Monterey,Monterey,CLARENCE T MAGIC CLOWN,CLARENCE T MAGIC CLOWN,USA
MONTEZUMA,50171,Iowa,IA,Poweshiek,Montezuma,LEROY,LEROY,USA
MONTEZUMA,50171,Iowa,IA,Poweshiek,Montezuma,LULU,LULU,USA
MONTGOMERY,77356,Texas,TX,Montgomery,Montgomery,VALLI BOOP,VALLI BOOP,USA
MONTGOMERY,36111,Alabama,AL,Montgomery,Montgomery,FLUTTERBYE,FLUTTER-BYE,USA
MONTGOMERY,36106,Alabama,AL,Montgomery,Montgomery,HAPPY,HAPPY,USA
MONTICELLO,55362,Minnesota,MN,Wright,Monticello,HOPEFULL,HOPEFULL,USA
MONTICELLO,61856,Illinois,IL,Piatt,Monticello,BUTTERFLY,BUTTERFLY,USA
MONTICELLO,47960,Indiana,IN,White,Monticello,GUMDROP,GUM DROP,USA
MONTPELIER,43543,Ohio,OH,Williams,Montpelier,RUGGLES,RUGGLES,USA
MONTVALE,7645,New Jersey,NJ,Bergen,Montvale,HANKY PANKY,HANKY PANKY,USA
MONTVALE,7645,New Jersey,NJ,Bergen,Montvale,AUNTIE RAY-RAY,AUNTIE RAY-RAY,USA
MONTVALE,7645,New Jersey,NJ,Bergen,Montvale,LALA DOTS,LALA DOTS,USA
MONTVALE,7645,New Jersey,NJ,Bergen,Montvale,DAISY D.DOTS,DAISY D.DOTS,USA
MONUMENT,80132,Colorado,CO,El Paso,Monument,DR. BUMBLE,DR. BUMBLE,USA
MOORE,73160,Oklahoma,OK,Cleveland,Oklahoma City,TITO,TITO,USA
MOORESTOWN,8057,New Jersey,NJ,Burlington,Moorestown,POCKETS,POCKETS,USA
MOORESTOWN,8057,New Jersey,NJ,Burlington,Moorestown,CUPCAKE,CUPCAKE,USA
MOORESVILLE,46158,Indiana,IN,Morgan,Mooresville,MISS KATIEDID,MISS KATIEDID,USA
MOORESVILLE,46158,Indiana,IN,Morgan,Mooresville,RAGS THE HOOSIER HOBO,RAGS THE HOOSIER HOBO,USA
MOORESVILLE,28115,North Carolina,NC,Iredell,Mooresville,TOODLE-LU,TOODLE-LU,USA
MOORESVILLE,28115,North Carolina,NC,Iredell,Mooresville,YIPPIE,YIPPIE,USA
MOORESVILLE,28117,North Carolina,NC,Iredell,Mooresville,SCOOTER,SCOOTER,USA
MOORHEAD,56560,Minnesota,MN,Clay,Moorhead,SPARKY,SPARKY,USA
MORGAN HILL,95037,California,CA,Santa Clara,Morgan Hill,GOOD CARMA,GOOD CARMA,USA
MORGANTOWN,19543,Pennsylvania,PA,Berks,Morgantown,PIPPER,PIPPER,USA
MORGANVILLE,7751,New Jersey,NJ,Monmouth,Morganville,PETALS,PETALS,USA
MORIARTY,87035,New Mexico,NM,Torrance,Moriarty,POCKETS,POCKETS,USA
MORLEY,52312,Iowa,IA,Jones,Morley,RAINBOW ANNIE,RAINBOW ANNIE,USA
MORRICE,48857,Michigan,MI,Shiawassee,Morrice,SLO-POKE,SLO-POKE,USA
MORRISONVILLE,12962,New York,NY,Clinton,Morrisonville,PIPSQUEAK,PIPSQUEAK,USA
MORRISTOWN,7960,New Jersey,NJ,Morris,Morristown,BUDDY B. GOODE,BUDDY B. GOODE,USA
MORRISTOWN,7960,New Jersey,NJ,Morris,Morristown,SARABELLE,SARABELLE,USA
MORRISTOWN,37815,Tennessee,TN,Hamblen,Morristown,OUCHEY,OUCHEY,USA
MORRISVILLE,19067,Pennsylvania,PA,Bucks,Morrisville,SKIP,SKIP,USA
MORRISVILLE,19067,Pennsylvania,PA,Bucks,Morrisville,SUNSHINE,SUNSHINE,USA
MORRISVILLE,27560,North Carolina,NC,Wake,Morrisville,FLOPSY,FLOPSY,USA
MOSINEE,54455,Wisconsin,WI,Marathon,Mosinee,MJ,MJ,USA
MOTLEY,56466,Minnesota,MN,Morrison,Motley,HAPPY,HAPPY,USA
MOUNT AIRY,27030,North Carolina,NC,Surry,Mount Airy,MR. POKEETO,MR. POKEETO,USA
MOUNT ARLINGTON,7856,New Jersey,NJ,Morris,Mount Arlington,WILLY WACKO,WILLY WACKO,USA
MOUNT HOLLY,8060,New Jersey,NJ,Burlington,Mount Holly,TRUMPET,TRUMPET,USA
MOUNT MORRIS,48458,Michigan,MI,Genesee,Mount Morris,CHAPPY,CHAPPY,USA
MOUNT ORAB,45154,Ohio,OH,Brown,Mount Orab,UNCLE TROUBLE,UNCLE TROUBLE,USA
MOUNT VERNON,43050,Ohio,OH,Knox,Mount Vernon,POLLY ESTER,POLLY ESTER,USA
MOUNT VISION,13810,New York,NY,Otsego,Mount Vision,BJ/PROF WOMBOGGLE,BJ/PROF WOMBOGGLE,USA
MOUNT WASHINGTON,40047,Kentucky,KY,Bullitt,Mount Washington,PATCHES,PATCHES,USA
MOUNT WASHINGTON,40047,Kentucky,KY,Bullitt,Mount Washington,HARMONY,HARMONY,USA
MOUNT WASHINGTON,40047,Kentucky,KY,Bullitt,Mount Washington,SWEETIE PIE,SWEETIE PIE,USA
MOUNT WOLF,17347,Pennsylvania,PA,York,Mount Wolf,COOKY,COOKY,USA
MOUNTAIN  PINE,71956,Arkansas,AR,Garland,Mountain Pine,JINGLE'S BELL,JINGLE'S BELL,USA
MOUNTAIN VIEW,94040,California,CA,Santa Clara,Mountain View,MEMO,MEMO,USA
MOXEE,98936,Washington,WA,Yakima,Moxee,HAPPY OR SPARKLES,HAPPY OR SPARKLES,USA
MT  VERNON,47620,Indiana,IN,Posey,Mount Vernon,WUL-WEE,WUL-WEE,USA
MT ARLINGTON,7856,New Jersey,NJ,Morris,Mount Arlington,SHELBO,SHELBO,USA
MT JULIET,37122,Tennessee,TN,Wilson,Mount Juliet,PEACHES,PEACHES,USA
MT JULIET,37122,Tennessee,TN,Wilson,Mount Juliet,,,USA
MT PLEASANT,48858,Michigan,MI,Isabella,Mount Pleasant,PIXIE,PIXIE,USA
MT PLEASANT,29464,South Carolina,SC,Charleston,Mount Pleasant,CUPCAKE,CUPCAKE,USA
MT TREMPER,12457,New York,NY,Ulster,Mount Tremper,WHOOPSY DAISY/KAPTAIN KAZOO,WHOOPSY DAISY/KAPTAIN KAZOO,USA
MT VERNON,65712,Missouri,MO,Lawrence,Mount Vernon,REPETE,REPETE,USA
MT VERNON,47620,Indiana,IN,Posey,Mount Vernon,DOODLE BUG,DOODLE BUG,USA
MT. LAUREL,8054,New Jersey,NJ,Burlington,Mount Laurel,DOT,DOT,USA
MULLICA HILL,8062,New Jersey,NJ,Gloucester,Mullica Hill,MARY I,MARY I,USA
MUNCIE,47303,Indiana,IN,Delaware,Muncie,HONEY BUNCH,HONEY BUNCH,USA
MUNCIE,47302,Indiana,IN,Delaware,Muncie,PEPPERMINT,PEPPERMINT,USA
MUNCIE,47304,Indiana,IN,Delaware,Muncie,PENELOPE,PENELOPE,USA
MUNCIE,47304,Indiana,IN,Delaware,Muncie,ROSE E,ROSE E,USA
MUNCIE,47302,Indiana,IN,Delaware,Muncie,KATIE KLOWN,KATIE KLOWN,USA
MUNITH,49259,Michigan,MI,Jackson,Munith,CHI-CHI,CHI-CHI,USA
MUNSTER,46321,Indiana,IN,Lake,Munster,FANCY,FANCY,USA
MUNSTER,46321,Indiana,IN,Lake,Munster,JZ AUGUSTE,JZ AUGUSTE,USA
MURFREESBORO,37128,Tennessee,TN,Rutherford,Murfreesboro,PATTYCAKE,PATTYCAKE,USA
MURFREESBORO,37130,Tennessee,TN,Rutherford,Murfreesboro,TAPPER,TAPPER,USA
MURFREESBORO,37128,Tennessee,TN,Rutherford,Murfreesboro,PATCHES,PATCHES,USA
MURFREESBORO,37130,Tennessee,TN,Rutherford,Murfreesboro,DING-A-LING,DING-A-LING,USA
MURFREESBORO,37130,Tennessee,TN,Rutherford,Murfreesboro,DEE DEE,DEE DEE,USA
MURFREESBORO,37129,Tennessee,TN,Rutherford,Murfreesboro,JO-JO,JO-JO,USA
MURFREESBORO,37130,Tennessee,TN,Rutherford,Murfreesboro,FLOWER,FLOWER,USA
MURRAYVILLE,62668,Illinois,IL,Morgan,Murrayville,FIDDLESTIX,FIDDLESTIX,USA
MURRYSVILLE,15668,Pennsylvania,PA,Westmoreland,Murrysville,COI-E,COI-E,USA
MUSKEGO,53150,Wisconsin,WI,Waukesha,Muskego,WHISKERS,WHISKERS,USA
MUSKEGO,53150,Wisconsin,WI,Waukesha,Muskego,TROUBLES,TROUBLES,USA
MUSKEGON,49441,Michigan,MI,Muskegon,Muskegon,CHARLIE,CHARLIE,USA
MUSKOGEE,74401,Oklahoma,OK,Muskogee,Muskogee,HONKY DA CLOWN,HONKY DA CLOWN,USA
MUSTANG,73064,Oklahoma,OK,Canadian,Mustang,POKEYMOM,POKEYMOM,USA
MYERSTOWN,17067,Pennsylvania,PA,Lebanon,Myerstown,SLOPPY,SLOPPY,USA
MYRTLE BEACH,29572,South Carolina,SC,Horry,Myrtle Beach,ZIGGY,ZIGGY,USA
N ATTLEBORO,2760,Massachusetts,MA,Bristol,North Attleboro,JEFINNA,JEFINNA,USA
N FORT MYERS,33917,Florida,FL,Lee,North Fort Myers,TALLULA,TALLULA,USA
N FORT MYERS,33903,Florida,FL,Lee,North Fort Myers,SPUNKY,SPUNKY,USA
N FORT MYERS,33903,Florida,FL,Lee,North Fort Myers,WISHFUL,WISHFUL,USA
N FT MYERS,33903,Florida,FL,Lee,North Fort Myers,LADY BELLE,LADY BELLE,USA
N FT MYERS,33903,Florida,FL,Lee,North Fort Myers,RAINBOW,RAINBOW,USA
N FT MYERS,33903,Florida,FL,Lee,North Fort Myers,CRITTER,CRITTER,USA
N FT MYERS,33903,Florida,FL,Lee,North Fort Myers,TRIXY,TRIXY,USA
N HIGHLANDS,95660,California,CA,Sacramento,North Highlands,HI-TOPS,HI-TOPS,USA
N MIAMI BEACH,33162,Florida,FL,Miami-Dade,Miami,JESTER,JESTER,USA
N RICHLAND HILLS,76180,Texas,TX,Tarrant,North Richland Hills,MISS DAISY,MISS DAISY,USA
N RICHLAND HILLS,76180,Texas,TX,Tarrant,North Richland Hills,JOYFULL,JOYFULL,USA
N RICHLAND HILLS,76180,Texas,TX,Tarrant,North Richland Hills,SPARKLE PLENTY,SPARKLE PLENTY,USA
N RICHLAND HILLS,76180,Texas,TX,Tarrant,North Richland Hills,,,USA
N SALT LAKE CITY,84054,Utah,UT,Davis,North Salt Lake,SUNSHINE,SUNSHINE,USA
N ST PAUL,55109,Minnesota,MN,Ramsey,Saint Paul,GOOFIE,GOOFIE,USA
N STONINGTON,6359,Connecticut,CT,New London,North Stonington,QT,Q.T.,USA
N TONOWANDA,14120,New York,NY,Niagara,North Tonawanda,NURSE FLO,NURSE FLO,USA
NAMPA,83686,Idaho,ID,Canyon,Nampa,HAPPEE,HAPPEE,USA
NAMPA,83652,Idaho,ID,Canyon,Nampa,DOC TWEEDLES,DOC TWEEDLES,USA
NAMPA,83651,Idaho,ID,Canyon,Nampa,BEARY,BEARY,USA
NAMPA,83651,Idaho,ID,Canyon,Nampa,CHEDDEE ANNEE,CHEDDEE ANNEE,USA
NAMPA,83687,Idaho,ID,Canyon,Nampa,GLITTER,GLITTER,USA
NAMPA,83651,Idaho,ID,Canyon,Nampa,LOLLIPOP,LOLLIPOP,USA
NANUET,10954,New York,NY,Rockland,Nanuet,J GO,J GO,USA
NAOMA,25140,West Virginia,WV,Raleigh,Naoma,,,USA
NAPA,94559,California,CA,Napa,Napa,VIOLET,VIOLET,USA
NAPERVILLE,60563,Illinois,IL,DuPage,Naperville,,,USA
NAPLES,34110,Florida,FL,Collier,Naples,FUSSY  G.R.I.T.S.,FUSSY  G.R.I.T.S.,USA
NAPLES,34120,Florida,FL,Collier,Naples,MIGO,MIGO,USA
NAPLES,33940,Florida,FL,Collier County,Naples,FLOWERCHILD,FLOWERCHILD,USA
NAPLES,34110,Florida,FL,Collier,Naples,GOODTIME CHARLIE,GOODTIME CHARLIE,USA
NARANJITO,719,Naranjito,105,,Naranjito,CANDELITA,CANDELITA,Puerto Rico
NASHVILLE,47448,Indiana,IN,Brown,Nashville,MRS. HAMBONE,MRS. HAMBONE,USA
NASHVILLE,37221,Tennessee,TN,Davidson,Nashville,PEE WEE,PEE WEE,USA
NASHVILLE,37221,Tennessee,TN,Davidson,Nashville,SaranDipAKnee,SaranDipAKnee,USA
NASHVILLE,37209,Tennessee,TN,Davidson,Nashville,BITSY BELLE,BITSY BELLE,USA
NASHVILLE,37209,Tennessee,TN,Davidson,Nashville,SOUR DOUGH,SOUR DOUGH,USA
NASSAU,12123,New York,NY,Rensselaer,Nassau,DOLLY DOO,DOLLY DOO,USA
NATCHEZ,39120,Mississippi,MS,Adams,Natchez,BO-DOC,BO-DOC,USA
NATCHITOCHES,71457,Louisiana,LA,Natchitoches,Natchitoches,I DOODYCLARE DELOONEY,I DOODYCLARE DELOONEY,USA
NATICK,1760,Massachusetts,MA,Middlesex,Natick,DAFFY-DILL,DAFFY-DILL,USA
NATICK,1760,Massachusetts,MA,Middlesex,Natick,DO-NO,DO-NO,USA
NAUGATUCK,6770,Connecticut,CT,New Haven,Naugatuck,SPARKLES,SPARKLES,USA
NAUGATUCK,6770,Connecticut,CT,New Haven,Naugatuck,TONGUE TIED TILY,TONGUE TIED TILY,USA
NAUGATUCK,6770,Connecticut,CT,New Haven,Naugatuck,BUTTONS,BUTTONS,USA
NEBO,25141,West Virginia,WV,Clay,Nebo,MUMBO,MUMBO,USA
NEDERLAND,77627,Texas,TX,Jefferson,Nederland,GUMDROP,GUM DROP,USA
NEDERLAND,77627,Texas,TX,Jefferson,Nederland,LOUELLA,LOUELLA,USA
NEEDHAM,2492,Massachusetts,MA,Norfolk,Needham,TIN LIZZIE,TIN LIZZIE,USA
NEOLA,51559,Iowa,IA,Pottawattamie,Neola,GYPSY ROSE,GYPSY ROSE,USA
NEOLA,51559,Iowa,IA,Pottawattamie,Neola,GENERAL BUB,GENERAL BUB,USA
