City,ZipCode,admname1,adm1,adm2,placename,Clown_Name,Clown_Na_1,Country
ABERDEEN,42201,Kentucky,KY,Butler,Aberdeen,Q T PYE,Q T PYE,USA
ABERDEEN,42201,Kentucky,KY,Butler,Aberdeen,PEFESER ZOOMY/KNOTSHUR,PEFESER ZOOMY/KNOTSHUR,USA
ABERDEEN,21001,Maryland,MD,Harford,Aberdeen,PEPPERMINT,PEPPERMINT,USA
ABERDEEN,21001,Maryland,MD,Harford,Aberdeen,PEPPERMINT,PEPPERMINT,
ABILENE,79605,Texas,TX,Taylor,Abilene,SPATZ,SPATZ,USA
ABINGDON,21009,Maryland,MD,Harford,Abingdon,,,USA
ABINGDON,21009,Maryland,MD,Harford,Abingdon,SAM-Z,SAM-Z,USA
ABINGDON,24211,Virginia,VA,Washington,Abingdon,REDBUD,REDBUD,USA
ABINGDON,21009,Maryland,MD,Harford,Abingdon,,,
ABINGDON,21009,Maryland,MD,Harford,Abingdon,SAM-Z,SAM-Z,
ACCORD,2018,Massachusetts,MA,Plymouth,Accord,BLOSSOM,BLOSSOM,USA
ACME,49610,Michigan,MI,Grand Traverse,Acme,MINEAU,MINEAU,USA
ADAIR,74330,Oklahoma,OK,Mayes,Adair,LULU,LULU,USA
ADAMSVILLE(MAYTOWN),35005,Alabama,AL,Jefferson,Adamsville,NETTABELLE,NETTABELLE,USA
ADDISON,60101,Illinois,IL,DuPage,Addison,Z-BO,Z-BO,USA
ADEL,50003,Iowa,IA,Dallas,Adel,SKETCHY,SKETCHY,USA
ADEL,50003,Iowa,IA,Dallas,Adel,TWINKLES,TWINKLES,USA
ADEL,50003,Iowa,IA,Dallas,Adel,BUBBA,BUBBA,USA
AGAWAM,1001,Massachusetts,MA,Hampden,Agawam,BELLA,BELLA,USA
AGAWAM,1001,Massachusetts,MA,Hampden,Agawam,GILLIGAN,GILLIGAN,USA
AGUA DULCE,78330,Texas,TX,Nueces,Agua Dulce,GIGGLES,GIGGLES,USA
AGUA DULCE,78330,Texas,TX,Nueces,Agua Dulce,CHOCOLATE,CHOCOLATE,USA
AIEA,96701,Hawaii,HI,Honolulu,Aiea,CHUCKLES,CHUCKLES,USA
AIEA,96701,Hawaii,HI,Honolulu,Aiea,CHUCKLES,CHUCKLES,USA
AKRON,44333,Ohio,OH,Summit,Akron,MARLOWE,MARLOWE,USA
AKRON,44312,Ohio,OH,Summit,Akron,SKIPPY,SKIPPY,USA
AKRON,44305,Ohio,OH,Summit,Akron,,,USA
ALABASTER,35007,Alabama,AL,Shelby,Alabaster,Q.T.PIE,Q.T.PIE,USA
ALAMAGORDO,88310,New Mexico,NM,Otero,Alamogordo,LOVIE,LOVIE,USA
ALAMEDA,94501,California,CA,Alameda,Alameda,IT'S ME TOO,IT'S ME TOO,USA
ALAMOGORDO,88310,New Mexico,NM,Otero,Alamogordo,BLOSSOM,BLOSSOM,USA
ALAMOGORDO,88310,New Mexico,NM,Otero,Alamogordo,MERRYHEART,MERRY HEART,USA
ALAMOGORDO,88310,New Mexico,NM,Otero,Alamogordo,NUTMEG,NUTMEG,USA
ALBA,75410,Texas,TX,Rains,Alba,GATOR,GATOR,USA
ALBANY,12203,New York,NY,Albany,Albany,MR. E-BUSY,MR. E-BUSY,USA
ALBANY,12203,New York,NY,Albany,Albany,MOXIE GRANT,MOXIE GRANT,USA
ALBANY,12205,New York,NY,Albany,Albany,YAA-YAA,YAA-YAA,USA
ALBANY,12205,New York,NY,Albany,Albany,HAPPY,HAPPY,USA
ALBANY,12205,New York,NY,Albany,Albany,ZIPPY,ZIPPY,USA
ALBANY,12210,New York,NY,Albany,Albany,BAHWAH,BAHWAH,USA
ALBANY,12209,New York,NY,Albany,Albany,KIDD-O,KIDD-O,USA
ALBANY,12209,New York,NY,Albany,Albany,TIE-DYE,TIE-DYE,USA
ALBANY,31707,Georgia,GA,Dougherty,Albany,PIPSQUEAK,PIPSQUEAK,USA
ALBION,46701,Indiana,IN,Noble,Albion,KRINKLE,KRINKLE,USA
ALBUQUERQUE,87120,New Mexico,NM,Bernalillo,Albuquerque,FEATHERS,FEATHERS,USA
ALBUQUERQUE,87108,New Mexico,NM,Bernalillo,Albuquerque,JUBILEE,JUBILEE,USA
ALBUQUERQUE,87107,New Mexico,NM,Bernalillo,Albuquerque,,,USA
ALBUQUERQUE,87110,New Mexico,NM,Bernalillo,Albuquerque,SIP-A-DEE,SIP-A-DEE,USA
ALBUQUERQUE,87199,New Mexico,NM,Bernalillo,Albuquerque,BIG FUN,BIG FUN,USA
ALBUQUERQUE,87105,New Mexico,NM,Bernalillo,Albuquerque,JINGLES,JINGLES,USA
ALBUQUERQUE,87105,New Mexico,NM,Bernalillo,Albuquerque,HIPPITY/WOO-HOO,HIPPITY/WOO-HOO,USA
ALBUQUERQUE,87111,New Mexico,NM,Bernalillo,Albuquerque,SPARKLES,SPARKLES,USA
ALBUQUERQUE,87108,New Mexico,NM,Bernalillo,Albuquerque,TADA,TADA,USA
ALBUQUERQUE,87120,New Mexico,NM,Bernalillo,Albuquerque,WIGGLES,WIGGLES,USA
ALBUQUERQUE,87121,New Mexico,NM,Bernalillo,Albuquerque,,,USA
ALBUQUERQUE,87102,New Mexico,NM,Bernalillo,Albuquerque,SNICKERS,SNICKERS,USA
ALBUQUERQUE,87102,New Mexico,NM,Bernalillo,Albuquerque,OTTIS,OTTIS,USA
ALBUQUERQUE,87192,New Mexico,NM,Bernalillo,Albuquerque,MARY O'NETTE,MARY O'NETTE,USA
ALBUQUERQUE,87192,New Mexico,NM,Bernalillo,Albuquerque,TWINKLES,TWINKLES,USA
ALBUQUERQUE,87112,New Mexico,NM,Bernalillo,Albuquerque,MONIE BOLONIE,MONIE BOLONIE,USA
ALBUQUERQUE,87119,New Mexico,NM,Bernalillo,Albuquerque,,,USA
ALBUQUERQUE,87105,New Mexico,NM,Bernalillo,Albuquerque,PEDALS,PEDALS,USA
ALBURTIY,18011,Pennsylvania,PA,Lehigh,Alburtis,HUBBA BUBBA,HUBBA BUBBA,USA
ALDEN,14004,New York,NY,Erie,Alden,PRINGLE,PRINGLE,USA
ALEXANDRIA,41001,Kentucky,KY,Campbell,Alexandria,BJ,BJ,USA
ALEXANDRIA,22315,Virginia,VA,Fairfax,Alexandria,ERNIE,ERNIE,USA
ALEXANDRIA,22312,Virginia,VA,Fairfax,Alexandria,SPARKPLUG,SPARKPLUG,USA
ALEXANDRIA,22307,Virginia,VA,Fairfax,Alexandria,RANEY,RANEY,USA
ALEXANDRIA,22310,Virginia,VA,Fairfax,Alexandria,DUFFLES,DUFFLES,USA
ALEXANDRIA,22310,Virginia,VA,Fairfax,Alexandria,JOLIE,JOLIE,USA
ALEXANDRIA,22310,Virginia,VA,Fairfax,Alexandria,COLORS,COLORS,USA
ALGONQUIN,60102,Illinois,IL,McHenry,Algonquin,PEABODY,PEABODY,USA
ALGONQUIN,60102,Illinois,IL,McHenry,Algonquin,KLUTZO,KLUTZO,USA
ALICE,78332,Texas,TX,Jim Wells,Alice,PUDDIN,PUDDIN,USA
ALICE,78332,Texas,TX,Jim Wells,Alice,PARSLEY,PARSLEY,USA
ALLEN PARK,48101,Michigan,MI,Wayne,Allen Park,BO BO,BOBO,USA
ALLENDALE,7401,New Jersey,NJ,Bergen,Allendale,DOODLES,DOODLES,USA
ALLENHURST,31301,Georgia,GA,Liberty,Allenhurst,HAPPY HEART,HAPPY HEART,USA
ALLENTOWN,18103,Pennsylvania,PA,Lehigh,Allentown,SPARKLE,SPARKLE,USA
ALLENTOWN,18103,Pennsylvania,PA,Lehigh,Allentown,FRECKLES,FRECKLES,USA
ALLISON PARK,15101,Pennsylvania,PA,Allegheny,Allison Park,,,USA
ALMA,48801,Michigan,MI,Gratiot,Alma,RUSTY RICKETS,RUSTY RICKETS,USA
ALMENA,54805,Wisconsin,WI,Barron,Almena,DOT,DOT,USA
ALNA,4535,Maine,ME,Lincoln,Alna,FUMBLE-LIN,FUMBLE-LIN,USA
ALOAN,19018,Pennsylvania,PA,Delaware,Clifton Heights,SUNSHINE,SUNSHINE,USA
ALPHARETTA,30005,Georgia,GA,Fulton,Alpharetta,GYRO,GYRO,USA
ALPINE,91901,California,CA,San Diego,Alpine,LOLLY,LOLLY,USA
ALSIP,60803,Illinois,IL,Cook,Alsip,SPAMONE,SPAMONE,USA
ALSIP,60803,Illinois,IL,Cook,Alsip,SCOUTY,SCOUTY,USA
ALTA LOMA,91701,California,CA,San Bernardino,Alta Loma,BALLOONS BY JOHN,BALLOONS BY JOHN,USA
ALTA LOMA,91701,California,CA,San Bernardino,Alta Loma,KRAZY KITTEN THE CLOWN,KRAZY KITTEN THE CLOWN,USA
ALTAMONT,12009,New York,NY,Albany,Altamont,MAC N. TOSH,MAC N. TOSH,USA
ALTAMONT,12009,New York,NY,Albany,Altamont,VAL N. TINE,VAL N. TINE,USA
ALTAMONT,12009,New York,NY,Albany,Altamont,SMOOTHEE,SMOOTHEE,USA
ALTAVISTA,24517,Virginia,VA,Campbell,Altavista,SALLY SILLYSIGHMER,SALLY SILLYSIGHMER,USA
ALTAVISTA,24517,Virginia,VA,Campbell,Altavista,POP POP,POP POP,USA
ALTAVISTA,24517,Virginia,VA,Campbell,Altavista,PRINCESS,PRINCESS,USA
ALTOONA,35952,Alabama,AL,Etowah,Altoona,BUCKETS,BUCKETS,USA
ALTUS,73521,Oklahoma,OK,Jackson,Altus,JIMMINEE,JIMMINEE,USA
ALTUS,73521,Oklahoma,OK,Jackson,Altus,LITTLE RED,LITTLE RED,USA
ALVA,33920,Florida,FL,Lee,Alva,DOTTIE,DOTTIE,USA
ALVIN,77511,Texas,TX,Brazoria,Alvin,DUSTY,DUSTY,USA
ALVIN,77511,Texas,TX,Brazoria,Alvin,DAISY,DAISY,USA
ALVISO,95002,California,CA,Santa Clara,Alviso,CHOOCH,CHOO-CHOO,USA
AMARILLO,79106,Texas,TX,Potter,Amarillo,TILLY,TILLY,USA
AMARILLO,79109,Texas,TX,Randall,Amarillo,SPARKY,SPARKY,USA
AMARILLO,79109,Texas,TX,Randall,Amarillo,STAR,STAR,USA
AMARILLO,79120,Texas,TX,Potter,Amarillo,MISS ALAINEOUS,MISS ALAINEOUS,USA
AMES,50010,Iowa,IA,Story,Ames,DOODLE BUG,DOODLE BUG,USA
AMES,50010,Iowa,IA,Story,Ames,SILLY SALLY,SILLY SALLY,USA
AMESBURY,1913,Massachusetts,MA,Essex,Amesbury,KUDDLES,KUDDLES,USA
AMHERST,1002,Massachusetts,MA,Hampshire,Amherst,FIRECRACKER,FIRECRACKER,USA
AMHERST,14228,New York,NY,Erie,Buffalo,MRS BUSY B,MRS BUSY B,USA
AMSTERDAM,12010,New York,NY,Montgomery,Amsterdam,CUPCAKE,CUPCAKE,USA
ANACORTES,98221,Washington,WA,Skagit,Anacortes,STUMBLDORE,STUMBLDORE,USA
ANAHEIM,92804,California,CA,Orange,Anaheim,BURKIE,BURKIE,USA
ANCHORAGE,99508,Alaska,AK,Anchorage Municipality,Anchorage,LILL E POND,LILL E POND,USA
ANCHORAGE,99504,Alaska,AK,Anchorage Municipality,Anchorage,,,USA
ANCHORAGE,99524,Alaska,AK,Anchorage Municipality,Anchorage,RUFF L'S,RUFF L'S,USA
ANDERSON,46013,Indiana,IN,Madison,Anderson,GRACE E. KLUTZ,GRACE E. KLUTZ,USA
ANDERSON,29621,South Carolina,SC,Anderson,Anderson,BUTTONS,BUTTONS,USA
ANDERSON,29625,South Carolina,SC,Anderson,Anderson,HAPPY,HAPPY,USA
ANDOVER,7821,New Jersey,NJ,Sussex,Andover,LOLLY,LOLLY,USA
ANDOVER,55304,Minnesota,MN,Anoka,Andover,,,USA
ANDOVER,55304,Minnesota,MN,Anoka,Andover,ANGELL,ANGELL,USA
ANGIER,27501,North Carolina,NC,Harnett,Angier,BEBO,BEBO,USA
ANGLETON,77515,Texas,TX,Brazoria,Angleton,PEE WEE,PEE WEE,USA
ANGLETON,77515,Texas,TX,Brazoria,Angleton,TINY,TINY,USA
ANGLETON,77515,Texas,TX,Brazoria,Angleton,MR BOB,MR BOB,USA
ANGLETON,77515,Texas,TX,Brazoria,Angleton,SWEET POTATO,SWEET POTATO,USA
ANGLETON,77515,Texas,TX,Brazoria,Angleton,DOTS,DOTS,USA
ANGOLA,14006,New York,NY,Erie,Angola,MUGSLIE FARKLE,MUGSLIE FARKLE,USA
ANGWIN,94508,California,CA,Napa,Angwin,APPLE DUMPLING,APPLE DUMPLING,USA
ANN ARBOR,48103,Michigan,MI,Washtenaw,Ann Arbor,IMA GOOF,IMA GOOF,USA
ANN ARBOR,48103,Michigan,MI,Washtenaw,Ann Arbor,HOLLY BIBBLE,HOLLY BIBBLE,USA
ANNA MARIA,34216,Florida,FL,Manatee,Anna Maria,SNOW BIRD,SNOW BIRD,USA
ANNANDALE,22003,Virginia,VA,Fairfax,Annandale,CHECKERS,CHECKERS,USA
ANNAPOLIS,21401,Maryland,MD,Anne Arundel,Annapolis,DAISIE,DAISIE,USA
ANNAPOLIS,21401,Maryland,MD,Anne Arundel,Annapolis,GIGGLES,GIGGLES,USA
ANNAPOLIS,21401,Maryland,MD,Anne Arundel,Annapolis,DAISIE,DAISIE,
ANNAPOLIS,21401,Maryland,MD,Anne Arundel,Annapolis,GIGGLES,GIGGLES,
ANOKA,55303,Minnesota,MN,Anoka,Anoka,BIRDIE,BIRDIE,USA
ANSONIA,6401,Connecticut,CT,New Haven,Ansonia,BOBBON,BOBBON,USA
ANSONIA,6401,Connecticut,CT,New Haven,Ansonia,PICKLES,PICKLES,USA
ANTELOPE,95843,California,CA,Sacramento,Antelope,TIZZY,TIZZY,USA
ANTHONY,32617,Florida,FL,Marion,Anthony,SPANKEY,SPANKEY,USA
ANTIOCH,94531,California,CA,Contra Costa,Antioch,CLOVIS,CLOVIS,USA
APEX,27523,North Carolina,NC,Wake,Apex,TWINKLE,TWINKLE,USA
APEX,27502,North Carolina,NC,Wake,Apex,KELLY JO,KELLY JO,USA
APEX,27502,North Carolina,NC,Wake,Apex,GIGGLES,GIGGLES,USA
APOLLO BEACH,33572,Florida,FL,Hillsborough,Apollo Beach,FASHOO,FASHOO,USA
APOPKA,32703,Florida,FL,Orange,Apopka,PADDY SQUAREZ,PADDY SQUAREZ,USA
APPLE VALLEY,55124,Minnesota,MN,Dakota,Saint Paul,OSCAR THE CLOWN,OSCAR THE CLOWN,USA
APPLETON,54914,Wisconsin,WI,Outagamie,Appleton,MR. C STORY,MR. C STORY,USA
APPLETON,54915,Wisconsin,WI,Outagamie,Appleton,HALLE-LU,HALLE-LU,USA
APPLETON,54912,Wisconsin,WI,Outagamie,Appleton,PATCHES,PATCHES,USA
APPLETON,54911,Wisconsin,WI,Outagamie,Appleton,RAYNBOW,RAYNBOW,USA
APPOMATTOX,24522,Virginia,VA,Appomattox,Appomattox,CERCLES,CERCLES,USA
ARBUCKLE,95912,California,CA,Colusa,Arbuckle,SUZIE,SUZIE,USA
ARCADIA,71001,Louisiana,LA,Bienville,Arcadia,ANIMAL-THE HILLBILLY WIZARD,ANIMAL-THE HILLBILLY WIZARD,USA
ARCADIA,34266,Florida,FL,DeSoto,Arcadia,FLUTTER,FLUTTER,USA
ARCADIA,34266,Florida,FL,DeSoto,Arcadia,MUFFIN,MUFFIN,USA
ARKDALE,54613,Wisconsin,WI,Adams,Arkdale,ITSY,ITSY,USA
ARLINGTON,98223,Washington,WA,Snohomish,Arlington,BUTTONS,BUTTONS,USA
ARLINGTON,98223,Washington,WA,Snohomish,Arlington,JINGLES,JINGLES,USA
ARLINGTON,22213,Virginia,VA,Arlington,Arlington,PATCH,PATCH,USA
ARLINGTON,22205,Virginia,VA,Arlington,Arlington,DEJAY,DEJAY,USA
ARLINGTON,22205,Virginia,VA,Arlington,Arlington,OZONE,OZONE,USA
ARLINGTON,22207,Virginia,VA,Arlington,Arlington,TRAIN,TRAIN,USA
ARLINGTON,76012,Texas,TX,Tarrant,Arlington,MAGGIE,MAGGIE,USA
ARLINGTON,76010,Texas,TX,Tarrant,Arlington,ZENI,ZENI,USA
ARLINGTON,76014,Texas,TX,Tarrant,Arlington,BUCKLE,BUCKLE,USA
ARLINGTON,76106,Texas,TX,Tarrant,Fort Worth,KATNIP,KATNIP,USA
ARLINGTON,76017,Texas,TX,Tarrant,Arlington,LULA BELLE,LULA BELLE,USA
ARLINGTON,76001,Texas,TX,Tarrant,Arlington,PETALS,PETALS,USA
ARLINGTON,76014,Texas,TX,Tarrant,Arlington,RUFFLES,RUFFLES,USA
ARLINGTON,76001,Texas,TX,Tarrant,Arlington,BUGSY,BUGSY,USA
ARLINGTON,76001,Texas,TX,Tarrant,Arlington,DILLY,DILLY,USA
ARLINGTON,76017,Texas,TX,Tarrant,Arlington,TEDDY BEAR,TEDDY BEAR,USA
ARLINGTON,76017,Texas,TX,Tarrant,Arlington,POSSUM,POSSUM,USA
ARLINGTON,76013,Texas,TX,Tarrant,Arlington,MISS COOKIE,MISS COOKIE,USA
ARLINGTON,76013,Texas,TX,Tarrant,Arlington,GRAN-DA-DEE/BILLY WHISKERS,GRAN-DA-DEE/BILLY WHISKERS,USA
ARLINGTON,76096,Texas,TX,Tarrant,Arlington,DOOWAT,DOOWAT,USA
ARLINGTON HEIGHTS,60004,Illinois,IL,Cook,Arlington Heights,JAY JAY,JAY JAY,USA
ARNOLD,63010,Missouri,MO,Jefferson,Arnold,BEKY BOO,BEKY BOO,USA
ARNOLD,63010,Missouri,MO,Jefferson,Arnold,SGT. BELLS,SGT. BELLS,USA
ARNOLD,21012,Maryland,MD,Anne Arundel,Arnold,HUGS,HUGS,USA
ARNOLD,21012,Maryland,MD,Anne Arundel,Arnold,HUGS,HUGS,
ARROWSMITH,61722,Illinois,IL,McLean,Arrowsmith,MISS B. HAVEN,MISS B. HAVEN,USA
ARVADA,80003,Colorado,CO,Jefferson,Arvada,SCOOTER,SCOOTER,USA
ARVADA,80003,Colorado,CO,Jefferson,Arvada,RUFFLY ANN,RUFFLY ANN,USA
ASBURY,52002,Iowa,IA,Dubuque,Dubuque,GEE PUFF,GEE PUFF,USA
ASHBURN,20147,Virginia,VA,Loudoun,Ashburn,NOSEY T. CLOWN,NOSEY T. CLOWN,USA
ASHEVILLE,28802,North Carolina,NC,Buncombe,Asheville,KABOOKEE,KABOOKEE,USA
ASHLAND,23005,Virginia,VA,Hanover,Ashland,BELLA,BELLA,USA
ASHLAND,23005,Virginia,VA,Hanover,Ashland,BOLLIE,BOLLIE,USA
ASHLEY,18706,Pennsylvania,PA,Luzerne,Wilkes Barre,JEFF,JEFF,USA
ASHLEY FALLS,1222,Massachusetts,MA,Berkshire,Ashley Falls,SUNNY,SUNNY,USA
ASHTABULA,44004,Ohio,OH,Ashtabula,Ashtabula,WYLIE,WYLIE,USA
ASHTABULA,44004,Ohio,OH,Ashtabula,Ashtabula,ZIPPY,ZIPPY,USA
ASTON,19014,Pennsylvania,PA,Delaware,Aston,JAEPERS,JAEPERS,USA
ASTORIA,11105,New York,NY,Queens,Astoria,CRAZY DAISY,CRAZY DAISY,USA
ATGLEN,19310,Pennsylvania,PA,Chester,Atglen,HUGGEMS TRIZ BE,HUGGEMS TRIZ BE,USA
ATHENS,49011,Michigan,MI,Calhoun,Athens,GIGGLES,GIGGLES,USA
ATHENS,37303,Tennessee,TN,McMinn,Athens,SPARKY,SPARKY,USA
ATHENS,75752,Texas,TX,Henderson,Athens,TOONEY BALLOONEY,TOONEY BALLOONEY,USA
ATHENS,75752,Texas,TX,Henderson,Athens,SPARKY,SPARKY,USA
ATHENS,75752,Texas,TX,Henderson,Athens,FLUFFY,FLUFFY,USA
ATHENS,30606,Georgia,GA,Clarke,Athens,MOPSY,MOPSY,USA
ATHENS,30606,Georgia,GA,Clarke,Athens,PEANUT,PEANUT,USA
ATLANTA,30345,Georgia,GA,DeKalb,Atlanta,R C,R C,USA
ATLANTA,30346,Georgia,GA,DeKalb,Atlanta,TAXI,TAXI,USA
ATOKA,38004,Tennessee,TN,Tipton,Atoka,PICKLES,PICKLES,USA
ATTLEBORO,2703,Massachusetts,MA,Bristol,Attleboro,,,USA
AUBURN,98001,Washington,WA,King,Auburn,DAGGIE WAGGIE,DAGGIE WAGGIE,USA
AUBURN,98001,Washington,WA,King,Auburn,BAGGIE AGGIE,BAGGIE AGGIE,USA
AUBURN,4210,Maine,ME,Androscoggin,Auburn,RAGGS,RAGGS,USA
AUBURN,13021,New York,NY,Cayuga,Auburn,LOU-LOU LOLLIPOP,LOU-LOU LOLLIPOP,USA
AUBURN,62615,Illinois,IL,Sangamon,Auburn,TIM THE TWISTER,TIM THE TWISTER,USA
AUBURN,62615,Illinois,IL,Sangamon,Auburn,SUNSHYNE THE CLOWN,SUNSHYNE THE CLOWN,USA
AUBURN,46706,Indiana,IN,DeKalb,Auburn,MERRY HEART,MERRY HEART,USA
AUBURN,46706,Indiana,IN,DeKalb,Auburn,TINKER,TINKER,USA
AUGUSTA,30906,Georgia,GA,Richmond,Augusta,DAN-BO,DAN-BO,USA
AUGUSTA,30906,Georgia,GA,Richmond,Augusta,WHISKERS,WHISKERS,USA
AURORA,68818,Nebraska,NE,Hamilton,Aurora,CALICO,CALICO,USA
AURORA,80011,Colorado,CO,Adams,Aurora,GYM THE CLOWN,GYM THE CLOWN,USA
AURORA,80014,Colorado,CO,Arapahoe,Aurora,JONATHAN APPLESCHNOOZ,JONATHAN APPLESCHNOOZ,USA
AURORA,80014,Colorado,CO,Arapahoe,Aurora,STARDUST,STARDUST,USA
AURORA,80010,Colorado,CO,Arapahoe,Aurora,SUSIE SUNSHINE,SUSIE SUNSHINE,USA
AURORA,80017,Colorado,CO,Arapahoe,Aurora,ZIG ZAG ZOEY,ZIG ZAG ZOEY,USA
AURORA,80010,Colorado,CO,Arapahoe,Aurora,KRAKO,KRAKO,USA
AURORA,80012,Colorado,CO,Arapahoe,Aurora,CHRYSLER THE BARON,CHRYSLER THE BARON,USA
AURORA,80012,Colorado,CO,Arapahoe,Aurora,BDAZZEL,BDAZZEL,USA
AURORA,80011,Colorado,CO,Adams,Aurora,DOMINO,DOMINO,USA
AUSTIN,72007,Arkansas,AR,Lonoke,Austin,MR DAN,MR DAN,USA
AUSTIN,78702,Texas,TX,Travis,Austin,PENELOPE FOOLISH,PENELOPE FOOLISH,USA
AUSTIN,78745,Texas,TX,Travis,Austin,TWISTER,TWISTER,USA
AUSTIN,78745,Texas,TX,Travis,Austin,LITTLE BIT,LITTLE BIT,USA
AUSTIN,78745,Texas,TX,Travis,Austin,SPLATTER,SPLATTER,USA
AUSTIN,78746,Texas,TX,Travis,Austin,APPLES,APPLES,USA
AUSTIN,78734,Texas,TX,Travis,Austin,T MYERS MAGIC INC,T MYERS MAGIC INC,USA
AVENEL,7001,New Jersey,NJ,Middlesex,Avenel,GEORGE,GEORGE,USA
AVISTON,62216,Illinois,IL,Clinton,Aviston,SUNSHINE,SUNSHINE,USA
AVOCA,72711,Arkansas,AR,Benton,Avoca,TWISTY,TWISTY,USA
AVONDALE,64117,Missouri,MO,Clay,Kansas City,JIMBO,JIMBO,USA
AVONDALE,64117,Missouri,MO,Clay,Kansas City,WENDY,WENDY,USA
AVONDALE,19311,Pennsylvania,PA,Chester,Avondale,MARIBELL,MARIBELL,USA
AVONMORE,15618,Pennsylvania,PA,Westmoreland,Avonmore,WEEZIE,WEEZIE,USA
AZLE,76020,Texas,TX,Tarrant,Azle,RHYMSTER,RHYMSTER,USA
AZLE,76020,Texas,TX,Tarrant,Azle,NIBBLES,NIBBLES,USA
BAKERSFIELD,93309,California,CA,Kern,Bakersfield,SILLY TILLY,SILLY TILLY,USA
BAKERSFIELD,93312,California,CA,Kern,Bakersfield,DOZER THE CLOWN,DOZER THE CLOWN,USA
BAKERSFIELD,93305,California,CA,Kern,Bakersfield,WATERMELON,WATERMELON,USA
BAKERSFIELD,93314,California,CA,Kern County,Bakersfield,CHUCK OH!,CHUCK OH!,USA
BAKERSFIELD,93309,California,CA,Kern,Bakersfield,TEETER TOTTER,TEETER TOTTER,USA
BALATON,56115,Minnesota,MN,Lyon,Balaton,BUTTONS,BUTTONS,USA
BALL GROUND,30107,Georgia,GA,Cherokee,Ball Ground,YOYO,YO YO,USA
BALLSTON LAKE,12019,New York,NY,Saratoga,Ballston Lake,SUNFLOWER,SUNFLOWER,USA
BALLSTON LAKE,12019,New York,NY,Saratoga,Ballston Lake,,,USA
BALLWIN,63021,Missouri,MO,St. Louis,Ballwin,MIMI,MIMI,USA
BALTIC,6330,Connecticut,CT,New London,Baltic,YOU-WHO,YOU-WHO,USA
BALTIC,6330,Connecticut,CT,New London,Baltic,HOW-DO,HOW-DO,USA
BALTIMORE,21225,Maryland,MD,Anne Arundel,Brooklyn,,,USA
BALTIMORE,21207,Maryland,MD,Baltimore,Gwynn Oak,BUBBLES,BUBBLES,USA
BALTIMORE,21236,Maryland,MD,Baltimore,Nottingham,SUZIE-QUE,SUZIE-QUE,USA
BALTIMORE,21222,Maryland,MD,Baltimore,Dundalk,RAE-RAE,RAE-RAE,USA
BALTIMORE,21221,Maryland,MD,Baltimore,Essex,,,USA
BALTIMORE,21208,Maryland,MD,Baltimore,Pikesville,PROFESSOR SHENANIGAN,PROFESSOR SHENANIGAN,USA
BALTIMORE,21234,Maryland,MD,Baltimore,Parkville,HAPPY JACK,HAPPY JACK,USA
BALTIMORE,21211,Maryland,MD,Baltimore (city),Baltimore,PATCHES,PATCHES,USA
BALTIMORE,21229,Maryland,MD,Baltimore (city),Baltimore,TROLLEY,TROLLEY,USA
BALTIMORE,21234,Maryland,MD,Baltimore,Parkville,PATTY CAKE,PATTYCAKE,USA
BALTIMORE,21234,Maryland,MD,Baltimore,Parkville,BUSSIE,BUSSIE,USA
BALTIMORE,21222,Maryland,MD,Baltimore,Dundalk,SMILEY,SMILEY,USA
BALTIMORE,21216,Maryland,MD,Baltimore (city),Baltimore,SPARKLES THE CLOWN,SPARKLES THE CLOWN,USA
BALTIMORE,21213,Maryland,MD,Baltimore (city),Baltimore,MISS LIBBY,MISS LIBBY,USA
BALTIMORE,21225,Maryland,MD,Anne Arundel,Brooklyn,,,
BALTIMORE,21207,Maryland,MD,Baltimore,Gwynn Oak,BUBBLES,BUBBLES,
BALTIMORE,21236,Maryland,MD,Baltimore,Nottingham,SUZIE-QUE,SUZIE-QUE,
BALTIMORE,21222,Maryland,MD,Baltimore,Dundalk,RAE-RAE,RAE-RAE,
BALTIMORE,21221,Maryland,MD,Baltimore,Essex,,,
BALTIMORE,21208,Maryland,MD,Baltimore,Pikesville,PROFESSOR SHENANIGAN,PROFESSOR SHENANIGAN,
BALTIMORE,21234,Maryland,MD,Baltimore,Parkville,HAPPY JACK,HAPPY JACK,
BALTIMORE,21211,Maryland,MD,Baltimore (city),Baltimore,PATCHES,PATCHES,
BALTIMORE,21229,Maryland,MD,Baltimore (city),Baltimore,TROLLEY,TROLLEY,
BALTIMORE,21234,Maryland,MD,Baltimore,Parkville,PATTY CAKE,PATTYCAKE,
BALTIMORE,21234,Maryland,MD,Baltimore,Parkville,BUSSIE,BUSSIE,
BALTIMORE,21222,Maryland,MD,Baltimore,Dundalk,SMILEY,SMILEY,
BALTIMORE,21216,Maryland,MD,Baltimore (city),Baltimore,SPARKLES THE CLOWN,SPARKLES THE CLOWN,
BALTIMORE,21213,Maryland,MD,Baltimore (city),Baltimore,MISS LIBBY,MISS LIBBY,
BANGOR,4401,Maine,ME,Penobscot,Bangor,SLOW POKE,SLOW POKE,USA
BANNING,92220,California,CA,Riverside,Banning,CHAPPY,CHAPPY,USA
BARBOURSVILLE,25504,West Virginia,WV,Cabell,Barboursville,HABBY/RE-HABBY,HABBY/RE-HABBY,USA
